Q616488	P793	Q14592615	USS Leahy	keel laying	occurUntil	1959
Q1179827	P54	Q19644	Phil Parkes	Walsall F.C.	occurSince	1968
Q1020963	P1082	237	Sulimov		occurUntil	1880
Q456617	P54	Q10467	Nolito	FC Barcelona Atlètic	occurSince	2008
Q116602	P54	Q18711	Carlos Sánchez	Aston Villa F.C.	occurSince	2014
Q619313	P54	Q420755	Lucas Sebastian de Francesco	A.P.O. Akratitos Ano Liosia	occurSince	2005
Q1081566	P1087	2367	Christian Richter		occurSince	2017
Q99835	P1087	2507	Andreas Schenk		occurSince	2009
Q440144	P1087	2442	Almira Skripchenko		occurUntil	2014
Q1029155	P166	Q645595	Camille Claudel	César Award for Best Film	occurSince	1989
Q780334	P1087	2628	Vladimir Belov		occurUntil	2013
Q622942	P1087	2102	Lisandra Llaudy Pupo		occurUntil	2003
Q99199	P1087	2299	Ekaterina Borulya		occurSince	2016
Q1282083	P1082	255	Lhotka u Radnic		occurUntil	1869
Q974791	P54	Q291297	Abdou Kader Mangane	Kayseri Erciyesspor	occurSince	2014
Q969892	P1087	2590	Jean-Marc Degraeve		occurSince	2013
Q1048856	P166	Q5280670	All in the Family	Directors Guild of America Award for Outstanding Directing – Comedy Series	occurSince	1978
Q80502	P1082	3043	Elchesheim-Illingen		occurSince	1997
Q394489	P1082	404	Žďár		occurSince	1869
Q780334	P1087	2614	Vladimir Belov		occurUntil	2017
Q96376	P1411	Q44585	Carl Wagner	Nobel Prize in Chemistry	occurUntil	1964
Q1146823	P54	Q556570	Theo Lewis Weeks	Ankaraspor	occurSince	2008
Q644750	P1087	2411	Alexey Khruschiov		occurSince	2001
Q348037	P1087	2439	Mark Taimanov		occurUntil	2001
Q453607	P1087	2409	Tania Sachdev		occurUntil	2013
Q119383	P1087	2211	Petra Feibert		occurSince	2003
Q584296	P54	Q126334	Yacine Abdessadki	RC Strasbourg Alsace	occurUntil	2008
Q208804	P54	Q155730	Bodo Schmidt	1. FC Magdeburg	occurUntil	2002
Q538672	P1082	416	Dürnau		occurUntil	2013
Q974044	P54	Q719722	Adrián Berbia	O'Higgins F.C.	occurSince	2006
Q341748	P1082	336	Čučice		occurSince	1900
Q435122	P1087	2154	Květa Eretová		occurUntil	2004
Q443255	P54	Q2016992	Elias Kachunga	Germany national under-18 football team	occurSince	2009
Q979353	P54	Q1128631	Nigel Worthington	Leeds United F.C.	occurSince	1994
Q86709	P1087	2538	Matthias Wahls		occurUntil	2006
Q1334037	P1087	2657	Eltaj Safarli		occurSince	2015
Q969892	P1087	2590	Jean-Marc Degraeve		occurUntil	2014
Q364327	P1087	2571	Ljubomir Ljubojević		occurSince	2014
Q256740	P1082	3203	Camponaraya		occurUntil	2001
Q334864	P54	Q1543501	Ümit Tütünci	Giresunspor	occurUntil	2010
Q354884	P54	Q182072	Vladimír Borovička	Czechoslovakia men's national association football team	occurSince	1984
Q1019537	P1082	2130	Bílá Lhota		occurSince	1921
Q523604	P54	Q83459	Araken Patusca	Brazil men's national football team	occurSince	1930
Q574223	P1082	330	Obergröningen		occurUntil	1965
Q163750	P54	Q463147	Jorginho	America Football Club	occurUntil	1984
Q1161529	P54	Q170117	Daniel Lemos	FC Ingolstadt 04	occurUntil	2009
Q545371	P1082	2708	Au am Rhein		occurSince	1981
Q330051	P54	Q1520442	Abraham Gneki Guié	Jomo Cosmos F.C.	occurSince	2006
Q363651	P1087	2469	Petr Velička		occurSince	2012
Q684814	P54	Q1417183	Julio Morales	Racing Club de Montevideo	occurSince	1962
Q1076352	P54	Q13391	Manuel Coppola	US Lecce	occurSince	2010
Q676263	P1082	765	Bratronice		occurUntil	2001
Q724459	P54	Q757320	Elini Dimoutsos	Asteras Tripoli F.C.	occurSince	2015
Q72493	P1082	366	Křídla		occurUntil	1880
Q1068952	P1411	Q2604800	St. Elsewhere	Primetime Emmy Award for Outstanding Guest Actor in a Drama Series	occurSince	1988
Q1218115	P54	Q1051340	Nikon El Maestro	Nyíregyháza Spartacus FC	occurSince	2013
Q728258	P1087	2466	Silvio Danailov		occurSince	2007
Q954734	P54	Q318698	Tuomo Könönen	MYPA	occurUntil	2005
Q886	P1411	Q6363475	The Simpsons	Kids' Choice Award for Favorite Cartoon	occurUntil	2004
Q380867	P1082	299	Amfreville		occurSince	2008
Q71390	P54	Q23925713	Deniz Yılmaz	Turkey national under-18 football team	occurSince	2006
Q171583	P54	Q18656	Bobby Charlton	Manchester United F.C.	occurSince	1956
Q1236124	P1082	875	Dolní Lomná		occurUntil	2016
Q1110918	P1082	613	Ezkio-Itsaso		occurUntil	2016
Q874628	P54	Q15789	Ralph Hasenhüttl	FC Bayern Munich	occurUntil	2004
Q372322	P54	Q316896	Marco Förster	FSV Zwickau	occurUntil	1998
Q966636	P1082	251	Alcanó		occurUntil	2005
Q834923	P54	Q170561	Gábor Bori	Hungary men's national football team	occurSince	2005
Q363651	P1087	2445	Petr Velička		occurSince	2004
Q583139	P1087	2532	Walter Arencibia		occurUntil	2006
Q907789	P69	Q13371	Frank Westheimer	Harvard University	occurUntil	1935
Q165960	P1082	462	Lukov		occurSince	1950
Q667296	P1082	378	Dolní Lhota		occurSince	1961
Q797745	P54	Q430993	Ciro Polito	Mantova 1911	occurSince	2000
Q183250	P1087	2735	Judit Polgár		occurSince	2005
Q956367	P1082	80	Ledigos		occurSince	2008
Q566359	P1087	2267	Annemarie Sylvia Meier		occurUntil	2016
Q12285	P1082	248	Ogassa		occurSince	2013
Q970546	P54	Q194170	Samat Smakov	FC Aktobe	occurSince	2007
Q430391	P54	Q420594	Daniel Ashley Addo	FC Kairat	occurSince	2013
Q600755	P54	Q248188	Nigel Quashie	Milton Keynes Dons F.C.	occurSince	2009
Q367038	P1082	695	Alpuente		occurSince	2014
Q1105338	P54	Q729560	Marc Nygaard	Randers FC	occurSince	2008
Q578562	P54	Q646088	Cristian Fabbiani	Club Atletico All Boys	occurSince	2010
Q1297072	P1087	2409	László Gonda		occurSince	2003
Q983597	P54	Q757253	Samvel Melkonyan	FC Urartu	occurUntil	2011
Q245676	P54	Q186252	Alyaksandr Oreshnikow	Belarus men's national football team	occurUntil	1996
Q969892	P1087	2593	Jean-Marc Degraeve		occurSince	2017
Q1088392	P1082	282	Chroustov		occurUntil	1880
Q669207	P54	Q329510	Vasil Khamutowski	FC Tom Tomsk	occurUntil	2007
Q1023454	P1082	2217	Plumlov		occurSince	1869
Q911856	P1082	22	Dvorek		occurSince	1980
Q357087	P1087	2399	Harmen Jonkman		occurSince	2005
Q63180	P54	Q668112	Kamil Glik	Piast Gliwice	occurUntil	2010
Q3936	P17	Q7318	Bamberg	Nazi Germany	occurSince	1933
Q82902	P54	Q2255212	Erkan Sağlık	Sweden national under-19 football team	occurSince	2003
Q667730	P54	Q692691	Minas Hantzidis	SV Elversberg	occurUntil	2002
Q433358	P1087	2437	Elina Danielian		occurUntil	2004
Q521356	P1082	1894	Rottenacker		occurUntil	1990
Q325566	P1082	513	Aspach-le-Haut		occurSince	1962
Q203258	P54	Q102720	Kaká	Hertha BSC	occurUntil	2012
Q922115	P54	Q677570	Lubomír Pokluda	FK Inter Bratislava	occurSince	1986
Q1228105	P1087	2289	Dirk Topolewski		occurUntil	2002
Q1100808	P1082	121	Jindřichov		occurSince	1910
Q672285	P54	Q219235	Genséric Kusunga	Servette FC	occurSince	2012
Q870425	P1082	310	Longueval-Barbonval		occurSince	1975
Q504392	P1087	2429	Andrew Martin		occurUntil	2004
Q1109530	P1087	2303	Petra Movsesjanová		occurUntil	2015
Q12275	P1082	238	Les Llosses		occurUntil	2007
Q376607	P54	Q19453	Wayne Henderson	Brighton & Hove Albion F.C.	occurUntil	2005
Q538073	P54	Q851233	Dénes Rósa	Budapesti VSC	occurUntil	1999
Q450900	P1087	2414	Nino Khurtsidze		occurUntil	2006
Q277772	P54	Q128446	Pelé	FC Porto	occurSince	2008
Q642912	P54	Q207501	Dobrivoje Trivić	FK Vojvodina	occurUntil	1975
Q728066	P1082	314	Altarejos		occurUntil	2004
Q463429	P54	Q3873548	Davide Di Gennaro	Italy national under-20 football team	occurSince	2007
Q527913	P1087	2296	Beata Kądziołka		occurSince	2012
Q1018431	P1082	899	Bušín		occurSince	1880
Q718251	P54	Q1886	Davide Biondini	Atalanta BC	occurUntil	2013
Q347603	P54	Q3873513	Matteo Ferrari	Italy national under-18 football team	occurSince	1997
Q393429	P1082	935	Žatčany		occurUntil	1930
Q131433	P166	Q1441582	Shania Twain	American Music Award for Favorite Country Female Artist	occurSince	1997
Q979919	P54	Q499616	Jorge Marcelo Rodríguez	Club Nacional de Football	occurSince	2006
Q724619	P54	Q460724	Maic Sema	Hammarby Fotboll	occurUntil	2011
Q947095	P1087	2405	Jonathan Penrose		occurSince	2017
Q279623	P1082	584	Malá Veleň		occurSince	1970
Q1301073	P1082	155	Kaproun		occurUntil	1900
Q539102	P1082	794	Straky		occurUntil	1880
Q571585	P54	Q1969085	Peter Jánošík	Slovakia national under-21 football team	occurSince	2009
Q627186	P1087	2375	Román Hernández Onna		occurSince	2012
Q434047	P1087	2487	Daan Brandenburg		occurUntil	2017
Q551265	P54	Q6463	Kevin Schindler	FC St. Pauli	occurSince	2014
Q730021	P1082	513	Barberà de la Conca		occurUntil	2007
Q266796	P54	Q102720	Per Ciljan Skjelbred	Hertha BSC	occurSince	2013
Q156732	P17	Q133356	Kherson	Ukrainian Soviet Socialist Republic	occurSince	1919
Q944835	P54	Q2662692	Mladen Brkić	FK Železnik	occurSince	2003
Q72590	P1082	132	Milešín		occurSince	1950
Q209283	P166	Q746633	Bengt Edlén	Henry Draper Medal	occurUntil	1968
Q503878	P1082	2715	Offenau		occurSince	2006
Q736175	P1082	546	Bavory		occurSince	1900
Q574223	P1082	457	Obergröningen		occurSince	2006
Q93731	P54	Q893308	Daniel Gustavsson	AFC Eskilstuna	occurUntil	2011
Q509489	P54	Q2016992	Pascal Groß	Germany national under-18 football team	occurSince	2008
Q504392	P1087	2399	Andrew Martin		occurUntil	2012
Q86709	P1087	2543	Matthias Wahls		occurSince	2017
Q81048	P1082	2155	Michelfeld		occurSince	1979
Q1076352	P54	Q29390	Manuel Coppola	A.C.R. Messina	occurUntil	2004
Q699718	P54	Q865720	Martin Amedick	Borussia Dortmund II	occurSince	2006
Q669823	P54	Q202093	Audrius Kšanavičius	Heart of Midlothian F.C.	occurSince	2007
Q525353	P1082	295	Nová Sídla		occurUntil	1980
Q1236215	P1082	2044	Dolní Rychnov		occurUntil	1890
Q574223	P1082	404	Obergröningen		occurSince	1987
Q232789	P54	Q8476	Simone Perrotta	AS Reggina 1914	occurUntil	1998
Q364327	P1087	2569	Ljubomir Ljubojević		occurSince	2004
Q379462	P1087	2394	Li Ruofan		occurSince	2014
Q132952	P166	Q602299	Adam Sandler	Golden Raspberry Award for Worst Actor	occurUntil	2012
Q312918	P1087	2700	Alexander Morozevich		occurUntil	2010
Q671141	P1082	209	Izagre		occurUntil	2011
Q1017294	P1082	1492	Velká Kraš		occurUntil	1910
Q130165	P1082	290	Prunoy		occurSince	1999
Q788941	P1087	2200	György Bakcsi		occurUntil	2014
Q823030	P54	Q692586	Sebastian Neumann	VfR Aalen	occurSince	2014
Q45747	P166	Q752000	Viswanathan Anand	Chess Oscar	occurUntil	2007
Q38511	P17	Q34266	Turku	Russian Empire	occurUntil	1917
Q214713	P1087	2749	Alexei Shirov		occurSince	2010
Q107538	P1082	5751	Baco		occurSince	1948
Q388220	P1087	2522	Nijat Abasov		occurSince	2015
Q630491	P1087	2546	Yuri Gonzalez Vidal		occurSince	2016
Q1288456	P54	Q723542	Péter Simek	FC Politehnica Timișoara	occurUntil	2006
Q540583	P1082	676	Neenstetten		occurSince	1986
Q532888	P1082	873	Mézières-sur-Issoire		occurSince	1999
Q716593	P1087	2407	Jacob Murey		occurSince	2015
Q1025096	P1411	Q641316	Caddyshack II	Golden Raspberry Award for Worst Supporting Actor - Razzie Award	occurUntil	1988
Q758082	P1087	2495	Attila Czebe		occurUntil	2007
Q446941	P1411	Q17008985	Gordon R. Dickson	Locus Award for Best Short Story	occurUntil	1974
Q82197	P1082	5027	Alfdorf		occurUntil	1962
Q630491	P1087	2501	Yuri Gonzalez Vidal		occurSince	2009
Q348477	P551	Q60	Gil Evans	New York City	occurUntil	1988
Q611013	P2046	931	Vetlanda		occurUntil	1995
Q2280	P17	Q2895	Minsk	Byelorussian Soviet Socialist Republic	occurUntil	1991
Q326862	P1087	2500	Jacek Gdański		occurUntil	2014
Q937659	P1087	2339	Yoshiharu Habu		occurUntil	2004
Q504274	P1087	2515	Stewart Haslinger		occurUntil	2017
Q313544	P54	Q51976	Alexandros Tziolis	SV Werder Bremen	occurUntil	2009
Q217198	P1087	2778	Sergey Karjakin		occurSince	2012
Q760872	P54	Q934780	Péter Andorka	Pécsi MFC	occurSince	2006
Q108491	P54	Q698702	Marijan Kovačević	Admira Wacker	occurSince	2004
Q314531	P1087	2760	Alexander Grischuk		occurUntil	2010
Q94507	P1082	396	Pikárec		occurUntil	1910
Q312508	P54	Q8857	Arthur Boka	Málaga CF	occurSince	2014
Q936675	P1082	1147	Jenštejn		occurSince	2016
Q672878	P1082	25	Centenera de Andaluz		occurSince	2012
Q525568	P1082	503	Loučka		occurSince	2017
Q642892	P1082	682	Burganes de Valverde		occurSince	2016
Q735118	P1082	380	Vidochov		occurSince	2014
Q1022044	P1082	2281	Bělotín		occurUntil	1921
Q833604	P1082	57	Fuentelsaz de Soria		occurSince	2005
Q214498	P54	Q50602	David Seaman	Manchester City F.C.	occurSince	2003
Q11036	P1411	Q691892	The Rolling Stones	Grammy Award for Best Rock Album	occurSince	1997
Q765761	P1082	231	Nabarniz		occurSince	2004
Q604842	P1082	267	Otradov		occurSince	2017
Q1236210	P1082	783	Dolní Rožínka		occurSince	1970
Q786134	P54	Q186785	Alejandro Lago	Rosenborg BK	occurUntil	2005
Q316692	P54	Q10333	Iván Campo	Valencia CF	occurSince	1995
Q363059	P166	Q753072	Andrew C. Fabian	Gold Medal of the Royal Astronomical Society	occurUntil	2012
Q723552	P1087	2524	Lev Psakhis		occurSince	2014
Q231497	P1087	2410	Zvonko Stanojoski		occurUntil	2012
Q1033423	P1082	489	Hamrníky		occurUntil	1930
Q627890	P1082	2375	Sant Joan de Moró		occurUntil	2006
Q650223	P1082	371	Alkiza		occurUntil	2012
Q193020	P166	Q1465181	Tim Duncan	NBA All-Defensive Team	occurUntil	2000
Q1068952	P1411	Q7669624	St. Elsewhere	TCA Award for Program of the Year	occurUntil	1988
Q585320	P1087	2625	Varuzhan Akobian		occurSince	2013
Q25475	P190	Q43070	Batumi	Donetsk	occurSince	2013
Q590606	P1087	2306	Mary Ann Gomes		occurSince	2010
Q29467	P54	Q127921	Christian Vargas	C.D. Jorge Wilstermann	occurSince	2004
Q676263	P1082	716	Bratronice		occurSince	1991
Q968761	P54	Q2446294	Ragnvald Soma	Norway national under-21 association football team	occurSince	1998
Q1055217	P1082	305	Horní Poříčí		occurSince	2017
Q246840	P1082	999	Zálesní Lhota		occurUntil	1921
Q561897	P54	Q316497	Dennis Diekmeier	Germany national under-20 football team	occurSince	2008
Q587985	P54	Q1388889	Anton Amelchenko	FC Fakel Voronezh	occurSince	2015
Q29574	P166	Q152337	Beatrix of the Netherlands	Charlemagne Prize	occurSince	1996
Q438025	P54	Q2714	Jack Cork	Watford F.C.	occurUntil	2009
Q39240	P1082	738	Hochschulen		occurUntil	2001
Q987159	P54	Q2052	Claudio Azzali	ACF Fiorentina	occurSince	1959
Q212617	P54	Q1811026	Ron Vlaar	Netherlands national under-21 football team	occurSince	2005
Q491587	P54	Q543842	Park Chul-woo	South Korea men's national football team	occurUntil	1994
Q947976	P1082	532	Milostín		occurSince	1950
Q1228749	P1082	2563	Sopuerta		occurUntil	2014
Q384947	P1082	645	Střílky		occurUntil	2016
Q735076	P1082	774	Cheviré-le-Rouge		occurUntil	1975
Q1022119	P131	Q979470	Saint-Ouen-l'Aumône	Seine-et-Oise	occurSince	1790
Q346022	P1087	2531	József Pintér		occurSince	2016
Q918597	P1087	2453	Salome Melia		occurUntil	2013
Q161019	P1082	2522	Frickingen		occurSince	1999
Q351204	P1087	2550	Johan Hellsten		occurUntil	2011
Q937480	P1087	2480	Vladimir Petkov		occurSince	2006
Q524615	P54	Q1543	Osvaldo Bagnoli	AC Milan	occurUntil	1957
Q1207229	P54	Q2358861	Dexter Blackstock	England national under-19 association football team	occurSince	2004
Q590606	P1087	2332	Mary Ann Gomes		occurSince	2009
Q456442	P1087	2514	Felipe El Debs		occurSince	2015
Q685117	P1087	2524	Joseph Gallagher		occurUntil	2004
Q219074	P1087	2479	Zoltán Varga		occurUntil	2008
Q1096356	P54	Q207501	Ilija Radović	FK Vojvodina	occurUntil	2008
Q375534	P1082	230	Chocomyšl		occurSince	1921
Q968844	P1087	2611	Romain Édouard		occurUntil	2010
Q465813	P1087	2235	Krisztián Szabó		occurUntil	2001
Q930346	P54	Q2266580	Vincenzo Fiorillo	Italy national under-19 football team	occurUntil	2008
Q1334637	P1087	2593	Emanuel Berg		occurUntil	2007
Q364328	P1087	2571	Sergey Grigoriants		occurUntil	2014
Q34773	P1082	1204	Talheim		occurUntil	2009
Q918597	P1087	2473	Salome Melia		occurSince	2014
Q48933	P1082	1835	Oliver County		occurUntil	2012
Q634861	P54	Q657865	Gonzalo Colsa	CD Logroñés	occurSince	1999
Q611308	P1082	1271	Píñar		occurSince	2008
Q470376	P54	Q1051013	Mordechai Spiegler	Paris FC	occurUntil	1973
Q440813	P1087	2354	Regina Pokorná		occurSince	2008
Q1228105	P1087	2266	Dirk Topolewski		occurUntil	2005
Q620400	P54	Q335190	Aleksandar Bajevski	FK Vardar	occurSince	1997
Q585320	P1087	2601	Varuzhan Akobian		occurUntil	2008
Q1232768	P1087	2713	Dmitry Andreikin		occurSince	2013
Q622933	P1087	2355	Lisandra Teresa Ordaz Valdés		occurSince	2016
Q1023451	P1082	4154	Jaroměřice nad Rokytnou		occurSince	1890
Q1044616	P54	Q16348	Elvio Banchero	US Alessandria Calcio 1912	occurSince	1921
Q435122	P1087	2104	Květa Eretová		occurSince	2016
Q69958	P1087	2490	Roman Slobodjan		occurUntil	2014
Q608600	P1087	2554	Susanto Megaranto		occurUntil	2014
Q723552	P1087	2524	Lev Psakhis		occurSince	2011
Q498026	P54	Q10286	Bogdan Milić	Club Atlético Osasuna	occurUntil	2016
Q963320	P54	Q641373	Patiyo Tambwe	Gençlerbirliği S.K.	occurUntil	2011
Q49807	P54	Q141882	Jakub Sylvestr	FC Erzgebirge Aue	occurSince	2012
Q129485	P31	Q21869758	Guerchy	delegated commune	occurSince	2016
Q515979	P1087	2460	András Flumbort		occurSince	2016
Q1146861	P1411	Q1478089	Cy Coleman	Tony Award for Best Original Score	occurUntil	1966
Q965296	P54	Q5029522	Tam Nsaliwa	Canada national under-20 association football team	occurUntil	2001
Q168011	P1352	60	Alexey Smirnov		occurUntil	2014
Q1008226	P31	Q484170	Fontenay-en-Vexin	commune of France	occurUntil	2015
Q529099	P1082	426	Weilen unter den Rinnen		occurSince	1974
Q103894	P1411	Q103916	Alec Guinness	Academy Award for Best Actor	occurSince	1957
Q1143971	P1082	513	Lasserre		occurSince	1901
Q516289	P1082	1186	Eggenthal		occurUntil	1987
Q723426	P54	Q390256	Garðar Gunnlaugsson	Dunfermline Athletic F.C.	occurSince	2005
Q707240	P54	Q2768	Godfried Aduobe	Torino FC	occurSince	1993
Q557734	P1082	1231	Wain		occurUntil	1978
Q295887	P54	Q7156	Vítor Baía	FC Barcelona	occurUntil	1998
Q142525	P1082	682	Svatoslav		occurUntil	1921
Q703269	P54	Q2356290	Sergi Roberto	Spain national under-20 football team	occurUntil	2011
Q440813	P1087	2323	Regina Pokorná		occurUntil	2002
Q686604	P54	Q678582	Damian Bellón	Switzerland national under-21 football team	occurSince	2008
Q108199	P1087	2367	Tatiana Melamed		occurSince	2013
Q1160387	P1087	2458	Daniel Cámpora		occurSince	2014
Q231497	P1087	2442	Zvonko Stanojoski		occurUntil	2017
Q1262993	P1082	981	Dubenec		occurSince	1930
Q241932	P54	Q328332	Jiří Štajner	FK Mladá Boleslav	occurSince	2013
Q974044	P54	Q978110	Adrián Berbia	Centro Atlético Fénix	occurSince	2014
Q527913	P1087	2206	Beata Kądziołka		occurSince	2003
